,review
195,"Why do I like DISORGANIZED CRIME so much? Why do I chuckle or laugh out loud any time I think of a dozen or more scenes from this movie? It's kind of hard to explain, but I'll give it a try. First of "
196,"This is the only movie I have ever seen that has prompted me to write a critique on any internet site, and that is a significant statement from someone who likes ""The Attack of the Monolith Monsters."""
197,"When I read the summary of the movie, something like what happens when a man gets powers of a God, and how he later learns that having supernatural powers requires giant responsibility and strength, I"
198,"This movie had the potential to be really good, considering some of the plot elements are borrowed from the sci-fi actioner THE HIDDEN. And Dolph always lends some cheesy appeal to his roles. But some"
199,"Dramatic license - some hate it, though it is necessary in retelling any life story. In the case of ""Lucy"", the main points of Lucille Ball's teenage years, early career and 20 year marriage to Desi A"
200,"""John Hughes' son wrote a high school drama! Wow!"" I thought as I checked the flick's info here on IMDb, late on a Saturday night, having found myself watching the opening credits on BBC2.<br /><br />"
201,"Being born in the 1960's I grew up watching the TV ""Movies of the Week"" in the early 70's and loved the creepy movies that were routinely shown including ""Crowhaven Farm"", ""Bad Ronald"", ""Satan's Schoo"
202,"Has anyone been able to buy this movie? My Uncle ""Hutch"" was a Real (not Reel) pilot who is seen tossing his wings in the air and then snatching them with his fist as he was awarded his pilot's wings."
203,I was very excited about this film when I first saw the previews. Normally I see a preview this good and I buy the film outright. Something told me to... you know watch it first. I'm glad I did. Keira
204,"As the 2000's came to a close, king Kong's adopted daughter went ahead and made a tearful announcement her show as coming to an end.<br /><br />While Miss Winfrey was tearing up, i was laughing and sc"
205,"I guess it's Jack's great empathic ability that makes him the powerful performer that he is, but empathy comes at a price like all things-when he's surrounded by mediocrity he instinctively lowers the"
206,"When a rich tycoon is killed in a plane crash, his spinster twin sister, Martha Craig (Madge Kennedy), doesn't believe he grabbed the controls in a suicide dive (even though self-snuff runs in the fam"
207,"It seems a lot of IMDB comments on this film are biased, in the sense that they try to compare it to an older version. True, ""HOLLOW MAN"" is a remake of sorts of ""THE INVISIBLE MAN"", but that's where "
208,"While the original 1932 version, with Preston Foster, was good, there's no remake more worthy than this 1959 one, or more impossible to find anywhere, just as I strongly suspect Mickey Rooney to have "
209,Watching this movie made me think constantly; why are they making such a problem out of some broken brakes? There are a million options to slow down the car! In the movie Speed the writers a least tho
210,"I confess--Emma, in my opinion, is the single greatest novel ever written. It is as close to perfection as any mortal creation can be. Jane Austen reaches the pinnacle of her art here.<br /><br />Unfo"
211,"A Disney movie that dares to do something different should at least be awarded for effort. ""Holes"" doesn't make the same mistakes as one would expect from a Disney movie about troubled teenagers put i"
212,"This review contains spoilers for those who are not aware of the details of the true story on which this movie is based.<br /><br />The right to be presumed ""Innocent until proven guilty"" is a basic e"
213,"The question is, can a movie this entertaining really be considered a ""bad"" movie? My husband and I picked this up at a used video store for 99 cents simply because of the title and the fact that the "
214,"There's a good reason that Walter Pidgeon is warning off Leslie Nielson and his crew from the relief ship, stuff he dare not dream about.<br /><br />As Doctor Edward Morbius, Pidgeon is the last survi"
215,"I had seen Marion Davies in a couple of movies and really couldn't understand her appeal. She couldn't dance for peanuts, she didn't attempt to sing and as for her acting - she seemed in a trance. But"
216,"The first half of this version was the best I've seen (and I think I've seen every version of Jane Eyre ever made). The development of Jane's childhood and character were exceptional. Then, it was as "
217,"I thought that Zombie Flesh Eaters 2 was quite a good horror film When a terrorist's body, infected with a stolen chemical, is recovered by the US military, the corpse is then cremated, releasing the "
